OrderTime,UserID,ProductID,Quantity,Price,PaymentStatus
2023-05-07 08:06:00,U90619,P117,5,316.79,Paid
2023-04-10 11:00:00,U42246,P144,4,482.41,PENDING
2023-11-28 16:18:00,U90649,P148,4,297.14,Pending
2023-10-16 14:41:00,U43429,P119,5,435.7,Pending
2023-09-22 13:43:00,U81941,P110,2,$286.26,paid
2023-12-23 14:38:00,U69172,P140,3,306.62,PENDING
2023-05-28 10:44:00,U96814,P131,3,194.04,Pending
2023-06-18 17:46:00,U49657,P143,5,104.3,Cancelled
2023-11-04 16:14:00,U63145,P120,3,$438.52,PENDING
2023-09-12 09:09:00,U54915,P147,4,452.83,PENDING
2023-07-12 15:37:00,U25097,P121,2,160.43,Paid
05/05/2023 20:34,U84080,P132,2,467.33,Pending
2023-01-12 07:19:00,U57895,P101,2,109.29,paid
2023-05-10 00:32:00,U82650,P147,2,272.69,paid
2023-10-26 07:41:00,U40674,P118,4,209.36,Cancelled
01/02/2023 20:01,U69945,P123,5,427.62,Cancelled
11/12/2023 11:47,U99046,P115,5,213.58,paid
01/19/2023 04:32,U51252,P146,1,193.78,Paid
10/24/2023 06:53,U69398,P114,2,$184.78,Cancelled
2023-04-24 22:16:00,U78283,P129,1,59.65,Paid
2023-06-15 04:58:00,U57371,P107,2,280.54,Paid
2023-07-13 19:53:00,U62703,P112,3,245.02,PENDING
2023-12-03 17:09:00,U36862,P111,5,287.9,Cancelled
2023-09-04 04:06:00,U94861,P112,3,113.48,PENDING
04/29/2023 03:55,U24667,P100,1,202.97,Pending
03/29/2023 11:56,U93992,P100,2,236.94,Paid
08/15/2023 15:56,U58452,P106,1,$23.69,Pending
2023-06-03 10:14:00,U76286,P110,4,435.19,paid
2023-05-26 18:30:00,U69680,P125,4,193.26,PENDING
03/13/2023 19:55,U51680,P109,4,298.16,paid
08/15/2023 22:22,U49948,P124,3,249.03,PENDING
2023-07-15 04:25:00,U51243,P129,2,213.73,Cancelled
2023-10-04 11:16:00,U53408,P107,2,417.31,Pending
2023-06-17 23:00:00,U60413,P119,4,$477.37,Pending
09/04/2023 00:11,U17999,P129,1,20.74,Cancelled
2023-05-24 08:06:00,U10583,P126,4,262.23,Cancelled
07/14/2023 02:18,U28036,P137,3,240.93,Cancelled
2023-05-24 08:33:00,U56723,P128,1,62.91,PENDING
2023-02-18 13:21:00,U92692,P135,3,387.31,PENDING
2023-10-01 18:17:00,U66240,P102,4,399.45,Paid
2023-02-08 18:58:00,U79427,P137,5,315.16,PENDING
2023-07-31 02:46:00,U60250,P111,5,400.47,Pending
2023-12-03 14:48:00,U88182,P135,3,$53.02,Pending
03/16/2023 23:34,U13333,P122,5,$498.82,Cancelled
2023-11-06 17:49:00,U37039,P110,1,$125.3,PENDING
03/04/2023 11:55,U31767,P106,4,388.5,Paid
05/16/2023 13:45,U84354,P105,3,$195.99,Pending
08/27/2023 10:04,U79319,P117,1,162.0,Cancelled
2023-11-20 17:19:00,U30471,P126,2,328.84,PENDING
2023-04-29 15:22:00,U54835,P145,4,344.16,PENDING
2023-04-20 09:52:00,U83503,P138,4,$492.76,paid
2023-03-16 23:54:00,U61350,P106,3,$164.47,Paid
09/10/2023 19:35,U73511,P129,4,285.67,PENDING
2023-08-02 01:10:00,U13592,P137,1,381.28,paid
10/03/2023 00:02,U67367,P116,4,338.25,paid
09/14/2023 20:25,U90929,P118,1,287.88,paid
2023-02-04 05:20:00,U23489,P143,4,331.86,Paid
03/09/2023 08:03,U10028,P118,1,352.54,Paid
2023-12-13 22:31:00,U46840,P130,1,133.82,Paid
2023-10-08 15:07:00,U40597,P118,5,$59.42,Cancelled
2023-11-26 19:17:00,U13226,P146,4,337.97,Cancelled
06/16/2023 03:35,U61655,P129,1,$381.06,Paid
2023-08-27 06:00:00,U71037,P117,1,42.05,Pending
2023-04-05 10:18:00,U60406,P105,2,346.23,Pending
2023-05-28 19:04:00,U34847,P113,4,375.24,Pending
2023-08-02 19:50:00,U53179,P135,4,491.57,Pending
2023-12-23 09:54:00,U82975,P143,3,185.27,Pending
09/27/2023 17:23,U70046,P135,1,369.26,Cancelled
2023-12-28 05:37:00,,P132,1,264.52,Paid
2023-05-29 04:07:00,U26113,P112,5,36.72,paid
2023-01-26 16:40:00,U43743,P101,2,341.09,Paid
2023-10-30 02:34:00,U56202,P101,4,$222.73,Cancelled
11/02/2023 07:16,U47067,P141,1,242.55,PENDING
2023-11-16 01:57:00,U53956,P115,5,384.08,Cancelled
2023-04-12 02:53:00,U24181,P103,1,322.88,PENDING
2023-02-01 12:11:00,,P147,2,86.95,Paid
07/28/2023 10:15,U80054,P112,1,442.21,paid
10/06/2023 18:56,U43212,P146,4,316.23,Paid
2023-03-07 10:20:00,U96908,P135,1,210.32,Pending
2023-08-20 14:51:00,U74693,P146,4,$160.74,paid
2023-10-29 03:05:00,U99847,P139,5,$250.38,PENDING
03/07/2023 17:19,,P114,2,493.12,Paid
2023-02-26 05:07:00,U95103,P149,2,$326.42,PENDING
2023-01-06 21:16:00,U19984,P126,5,437.63,paid
2023-05-12 04:07:00,U36681,P112,2,457.09,Pending
2023-08-11 23:10:00,U60033,P108,4,221.72,Cancelled
2023-07-31 12:30:00,U91653,P105,5,425.88,Paid
2023-06-26 22:29:00,U78782,P104,5,64.75,PENDING
2023-07-17 18:16:00,U88462,P141,2,273.17,paid
2023-07-06 07:32:00,U33685,P114,4,313.71,paid
2023-10-24 11:51:00,U47335,P140,1,153.45,Pending
2023-12-24 01:33:00,U88606,P125,2,482.93,PENDING
2023-03-06 05:36:00,U98114,P102,3,168.33,Cancelled
2023-11-09 09:54:00,U66872,P110,5,190.06,Pending
2023-05-13 19:09:00,U59626,P113,3,121.41,PENDING
02/27/2023 15:35,U71886,P110,4,138.55,Paid
2023-02-09 20:41:00,U42511,P103,4,$394.53,Paid
04/17/2023 23:53,U74929,P111,4,90.16,Cancelled
02/09/2023 05:31,U48060,P102,1,419.36,PENDING
2023-05-29 02:31:00,U33770,P120,4,148.41,paid
2023-01-20 18:14:00,U70858,P106,2,393.48,Pending
2023-02-17 15:41:00,U91725,P116,4,424.42,PENDING
2023-12-05 11:54:00,U24013,P122,4,89.08,Pending
10/12/2023 20:59,U70443,P140,1,203.37,PENDING
2023-06-14 01:24:00,U77340,P145,5,$128.73,paid
03/15/2023 19:45,U25689,P114,5,391.44,Cancelled
2023-07-13 14:07:00,U76819,P123,1,59.38,PENDING
2023-08-27 18:04:00,U51661,P119,2,33.86,Paid
09/18/2023 06:51,U84434,P142,3,259.59,PENDING
05/19/2023 02:54,U61751,P112,3,375.15,Paid
2023-06-25 12:05:00,U17513,P145,5,$132.63,PENDING
2023-01-04 18:01:00,U28262,P102,1,304.69,Cancelled
2023-06-01 17:08:00,U20934,P116,3,449.5,Paid
2023-06-18 01:37:00,U67217,P107,1,15.99,Pending
11/10/2023 18:40,U77016,P109,5,410.83,Paid
2023-12-04 14:41:00,U87260,P116,1,390.5,Paid
2023-08-07 08:24:00,U16198,P141,5,$69.21,PENDING
07/26/2023 01:25,U31791,P107,1,381.36,Pending
2023-08-08 03:44:00,U78203,P149,3,271.32,Pending
2023-08-10 12:10:00,U80203,P110,5,28.31,PENDING
2023-05-24 00:39:00,U39824,P104,2,220.56,Paid
04/07/2023 21:23,,P109,3,324.77,Paid
12/30/2023 11:33,U19401,P110,1,404.21,paid
2023-04-11 19:33:00,U17245,P129,5,471.73,paid
2023-10-22 06:31:00,U71589,P141,3,221.76,Cancelled
2023-10-27 12:12:00,U56496,P121,1,15.57,Paid
2023-06-16 21:42:00,U66814,P108,5,$373.14,Paid
02/25/2023 01:30,U84605,P106,3,455.88,Cancelled
11/07/2023 15:30,U34669,P143,4,169.1,Paid
2023-10-07 09:10:00,U12894,P144,1,464.77,Pending
2023-05-14 07:48:00,U46898,P131,1,261.82,Paid
12/21/2023 14:59,U66535,P124,3,$473.4,Pending
05/21/2023 09:37,U11442,P131,3,140.12,Pending
2023-04-30 10:07:00,U68013,P104,4,251.96,Cancelled
03/16/2023 02:43,U17305,P136,2,196.74,Pending
2023-06-23 23:25:00,U32231,P136,4,92.01,Cancelled
2023-09-10 17:00:00,U96283,P117,3,228.2,PENDING
2023-04-08 17:56:00,U69710,P129,4,$94.94,Pending
2023-04-10 18:05:00,U87930,P149,5,468.18,PENDING
04/09/2023 08:26,U21538,P149,2,27.39,Paid
04/01/2023 08:04,U72829,P101,4,443.66,Paid
2023-08-08 19:05:00,U10056,P141,5,$342.47,Pending
09/08/2023 14:42,U62253,P108,4,493.37,Paid
03/09/2023 18:12,,P107,1,257.65,Cancelled
2023-05-02 10:05:00,U54346,P140,3,448.77,Pending
2023-02-14 16:40:00,U24190,P127,5,499.24,Pending
2023-10-03 22:19:00,U55340,P108,1,111.39,PENDING
2023-11-09 18:30:00,U46767,P122,4,480.57,PENDING
2023-08-11 19:52:00,U24553,P136,4,383.1,Paid
2023-04-16 07:20:00,U71921,P144,4,159.68,Cancelled
2023-04-18 12:45:00,U43122,P145,5,46.55,PENDING
2023-08-27 04:27:00,U52873,P117,4,348.48,PENDING
2023-06-26 10:23:00,U37883,P136,3,250.09,PENDING
2023-05-02 11:29:00,U70449,P133,3,85.76,Paid
02/15/2023 20:22,U97465,P105,2,$72.12,Cancelled
2023-03-21 11:57:00,U12527,P108,2,436.2,PENDING
2023-08-10 01:38:00,U16971,P128,1,233.92,Cancelled
09/14/2023 13:35,,P100,2,$337.34,PENDING
2023-03-13 20:12:00,U85635,P133,4,$474.16,Paid
2023-08-13 20:26:00,U71747,P130,3,$261.52,Cancelled
09/09/2023 20:08,U46535,P116,1,269.39,paid
2023-08-05 18:42:00,U67589,P109,3,285.14,paid
2023-08-18 07:50:00,U96318,P109,5,315.05,Cancelled
2023-06-27 08:26:00,U80945,P150,5,$204.35,Paid
2023-11-06 11:09:00,U79014,P119,4,119.49,PENDING
2023-06-17 12:14:00,U90619,P105,3,11.27,Paid
09/06/2023 08:45,U68302,P108,5,246.74,Pending
05/15/2023 04:04,U16296,P131,3,$414.47,Paid
2023-01-11 19:52:00,,P115,5,$111.38,Paid
2023-06-25 13:35:00,U58058,P140,3,182.32,Pending
07/15/2023 11:01,U19507,P149,5,499.37,PENDING
2023-09-19 18:53:00,U78687,P150,2,276.56,paid
09/08/2023 20:11,U81463,P114,1,325.74,Paid
07/26/2023 08:34,U74417,P138,4,$219.08,Paid
2023-05-17 09:40:00,U93876,P127,5,$308.85,PENDING
2023-04-21 17:52:00,U75726,P138,2,$300.7,Paid
2023-07-29 02:06:00,U92874,P107,1,426.6,Cancelled
2023-03-22 11:02:00,U91601,P133,2,$274.04,Paid
2023-02-06 21:04:00,U88184,P149,5,262.39,paid
2023-08-04 12:48:00,U67432,P124,1,139.24,Pending
04/24/2023 21:52,U12895,P145,5,55.79,Cancelled
09/09/2023 03:07,U80153,P121,4,91.36,Cancelled
2023-03-29 17:16:00,U54433,P125,1,258.3,paid
2023-12-22 15:56:00,U43603,P138,1,$215.84,Paid
07/10/2023 12:32,U11032,P113,3,$39.82,Paid
2023-08-21 14:23:00,U24844,P105,2,$328.37,Pending
2023-06-02 09:13:00,U62118,P134,5,456.12,paid
2023-02-21 05:51:00,U73337,P125,2,383.24,Pending
11/24/2023 18:27,U21431,P148,4,$444.88,paid
2023-06-07 12:22:00,U30063,P107,1,$381.58,paid
07/02/2023 14:28,U47360,P150,2,211.83,paid
2023-02-17 22:27:00,U32238,P129,4,11.12,Pending
04/26/2023 22:41,U45290,P125,3,$295.42,PENDING
2023-03-09 17:24:00,U69570,P130,5,47.59,Pending
2023-03-04 11:56:00,U11040,P148,4,405.87,Cancelled
09/29/2023 17:46,U14578,P132,4,$452.44,paid
2023-02-24 14:22:00,U15475,P126,4,108.99,paid
03/14/2023 09:47,U39322,P130,4,$69.58,Paid
05/10/2023 17:07,U59960,P146,2,$96.0,Paid
2023-10-20 02:43:00,U98841,P132,2,449.44,Cancelled
2023-12-05 09:45:00,U52547,P131,2,179.01,PENDING
12/05/2023 21:47,U97509,P138,5,462.45,Paid
2023-11-21 16:10:00,U55978,P136,4,148.65,PENDING
2023-03-29 21:42:00,U57756,P139,1,172.94,Cancelled
2023-04-09 02:24:00,U88327,P108,4,151.91,PENDING
2023-10-07 17:03:00,U98834,P146,4,$449.36,Paid
03/10/2023 02:20,U97724,P150,1,209.41,paid
2023-12-29 11:52:00,U16471,P125,1,57.66,Pending
12/12/2023 08:31,U62698,P106,3,267.12,Pending
03/16/2023 16:08,U81743,P150,1,486.36,paid
2023-02-14 10:27:00,U22029,P119,2,288.1,Paid
11/29/2023 18:59,U80186,P132,3,27.15,PENDING
2023-10-04 14:59:00,U89205,P127,1,44.54,paid
2023-05-14 05:32:00,U91690,P102,3,303.06,paid
2023-05-23 06:42:00,,P135,2,210.09,Paid
2023-03-14 22:35:00,,P139,2,91.6,PENDING
04/21/2023 17:22,U31174,P144,4,$368.32,Cancelled
02/02/2023 12:55,U65970,P108,1,436.31,PENDING
10/09/2023 13:25,,P110,4,89.88,Cancelled
2023-01-05 15:43:00,U90037,P107,2,178.21,PENDING
2023-10-20 21:34:00,U36584,P142,2,204.12,Cancelled
07/22/2023 20:40,U58357,P145,5,341.54,PENDING
2023-03-05 23:22:00,U25256,P124,1,334.5,Pending
2023-10-14 19:10:00,U14242,P129,5,71.12,PENDING
2023-04-10 18:28:00,U21055,P118,1,$498.32,paid
2023-06-08 12:01:00,U23408,P113,1,429.96,paid
06/12/2023 12:41,U77362,P124,3,130.59,Paid
2023-04-19 23:48:00,U44825,P120,2,364.41,Pending
2023-11-17 10:16:00,U42339,P127,4,131.87,Cancelled
2023-07-09 23:19:00,U88417,P104,4,45.23,paid
08/27/2023 13:33,U76376,P142,4,31.83,paid
2023-04-07 11:15:00,U65083,P146,4,440.65,Pending
2023-04-25 00:46:00,U84714,P126,5,433.96,Cancelled
04/30/2023 06:37,U11653,P103,5,13.11,PENDING
2023-05-30 04:19:00,U16631,P131,1,292.9,Cancelled
12/13/2023 04:00,U20854,P146,4,341.24,Pending
05/02/2023 23:25,U15591,P141,5,$169.0,Paid
2023-08-23 06:28:00,U14832,P116,4,$128.53,Paid
01/01/2023 11:07,U27084,P127,3,399.93,PENDING
09/05/2023 07:02,U37707,P125,5,$333.1,Cancelled
12/31/2023 18:16,U63335,P147,5,468.51,Pending
2023-08-13 19:18:00,U31233,P102,3,$245.39,PENDING
2023-09-27 14:35:00,U97498,P119,4,485.14,Pending
2023-09-22 06:31:00,U47984,P112,1,$320.09,PENDING
2023-08-09 13:39:00,U15054,P141,1,248.17,Cancelled
2023-03-20 04:35:00,U61517,P141,2,459.33,PENDING
08/17/2023 13:20,U85813,P110,4,473.21,Paid
2023-02-05 02:43:00,U99352,P129,5,196.57,Cancelled
2023-02-25 14:30:00,U14474,P142,3,64.29,Pending
01/09/2023 12:23,U21916,P127,5,420.04,Paid
2023-06-19 23:20:00,U42607,P146,5,$61.6,Pending
2023-10-07 01:36:00,U79882,P120,3,$136.39,paid
10/20/2023 05:15,U23394,P115,1,492.52,Cancelled
2023-01-19 14:29:00,U31213,P131,5,$329.5,Pending
05/12/2023 21:48,U26974,P116,2,97.82,Pending
09/11/2023 07:55,U26432,P130,4,229.91,PENDING
2023-08-17 03:31:00,U69682,P141,1,263.16,paid
09/15/2023 14:54,U14220,P105,2,287.19,Paid
05/29/2023 18:56,U59721,P150,1,$477.96,Pending
2023-12-05 08:55:00,U94121,P123,1,419.87,Cancelled
12/18/2023 12:33,U23315,P131,3,182.99,Paid
2023-07-02 22:57:00,,P138,3,15.75,paid
06/12/2023 03:47,U39411,P142,4,367.16,paid
2023-07-26 09:35:00,U46005,P141,2,482.01,PENDING
2023-07-11 22:16:00,U47477,P144,2,95.05,Cancelled
2023-04-26 21:07:00,U90084,P141,4,$352.96,paid
2023-04-18 12:06:00,U72411,P110,4,208.99,paid
2023-09-29 11:48:00,U14526,P147,5,253.04,paid
2023-04-07 22:18:00,U48284,P121,5,243.25,Cancelled
2023-08-12 20:43:00,U90645,P141,5,287.12,Pending
06/02/2023 09:42,U98247,P112,1,294.15,PENDING
12/24/2023 04:34,U25785,P113,3,$64.29,Pending
2023-07-04 14:41:00,U25987,P110,2,35.14,Paid
2023-04-27 05:38:00,U43549,P118,3,457.29,PENDING
12/02/2023 11:13,U10473,P111,3,56.23,Cancelled
2023-06-28 02:44:00,U41506,P145,2,329.75,PENDING
2023-06-17 21:50:00,U71729,P104,5,428.49,Paid
2023-01-24 05:03:00,U74691,P105,1,412.35,paid
02/04/2023 17:22,U32658,P138,5,$88.05,Pending
2023-05-21 14:53:00,U86905,P130,5,324.11,Pending
2023-09-14 01:34:00,U34950,P116,5,391.8,Cancelled
2023-12-01 02:03:00,U89214,P124,5,189.44,Cancelled
2023-04-17 01:05:00,U99034,P104,1,$484.51,PENDING
2023-07-31 22:11:00,U91583,P109,1,127.73,Pending
04/23/2023 15:06,U88328,P135,1,$93.81,Paid
2023-06-09 07:44:00,U92277,P122,1,17.52,Pending
2023-09-03 18:00:00,U22391,P112,2,368.77,Paid
2023-05-29 03:13:00,U62085,P117,5,341.64,paid
2023-05-28 21:10:00,U56198,P120,1,234.29,Cancelled
11/27/2023 16:54,U36552,P123,5,30.19,Pending
2023-08-09 11:12:00,U22784,P138,3,$60.84,Paid
2023-10-10 12:36:00,U64883,P116,3,477.68,Paid
2023-11-08 23:00:00,,P124,4,225.44,Paid
2023-10-04 05:53:00,U54632,P105,2,463.91,Pending
2023-10-31 04:39:00,U88633,P101,3,220.64,Paid
2023-09-06 18:27:00,U95278,P106,4,355.08,paid
2023-08-11 07:21:00,U56185,P112,5,344.51,Cancelled
2023-02-05 09:20:00,U71489,P113,1,392.56,Paid
2023-01-05 04:05:00,U41346,P137,2,342.46,Pending
2023-08-31 11:02:00,U59576,P150,2,38.96,PENDING
2023-07-03 16:39:00,U40318,P134,1,$296.23,Cancelled
11/05/2023 21:16,U51806,P118,4,$93.98,Pending
2023-12-08 02:12:00,U23869,P103,5,440.1,PENDING
2023-12-16 06:19:00,U19502,P132,4,349.15,Paid
07/10/2023 02:57,U86942,P114,5,$223.71,Paid
2023-09-15 23:51:00,U86902,P116,5,191.72,Paid
02/19/2023 06:22,U72223,P102,4,10.44,PENDING
2023-12-20 00:45:00,U12016,P115,3,239.75,PENDING
2023-08-19 21:06:00,U52776,P123,5,396.6,Paid
2023-11-11 09:29:00,U77350,P114,2,479.3,Cancelled
2023-09-03 18:47:00,U26313,P101,2,55.71,Pending
2023-09-15 21:33:00,U29062,P137,5,303.44,Pending
2023-03-26 08:34:00,U65023,P121,4,159.29,Pending
2023-01-27 11:21:00,U13536,P147,4,321.6,Paid
2023-06-25 19:38:00,U45239,P131,2,10.81,Cancelled
2023-08-14 07:25:00,U58119,P139,4,166.54,Pending
2023-12-01 07:54:00,U27152,P103,2,56.94,PENDING
2023-03-05 15:51:00,U87686,P124,2,431.97,Cancelled
2023-02-28 02:18:00,,P103,4,499.58,PENDING
2023-12-30 14:24:00,U48059,P112,2,$65.04,paid
03/20/2023 13:41,U68464,P150,1,255.38,Paid
09/28/2023 12:52,,P135,1,480.56,Pending
10/23/2023 09:04,U17488,P112,3,$396.98,Paid
2023-11-02 10:28:00,U64993,P120,2,136.92,Paid
09/24/2023 14:02,U52736,P146,4,192.73,PENDING
2023-07-28 11:38:00,U82650,P137,2,433.67,paid
2023-03-19 19:16:00,U65982,P148,4,368.88,Paid
2023-09-12 21:04:00,U87308,P102,4,99.13,paid
12/05/2023 06:37,U33358,P121,4,442.36,Pending
03/28/2023 20:10,U24956,P134,4,$110.22,paid
2023-12-20 07:02:00,U73937,P136,2,172.89,Pending
2023-02-11 07:38:00,U89750,P103,2,259.73,Pending
2023-04-24 12:49:00,U33078,P134,4,241.85,Pending
2023-06-17 17:27:00,U92405,P143,4,361.23,Pending
01/08/2023 12:03,U75480,P130,5,$20.29,Pending
12/10/2023 22:21,U31736,P113,4,237.68,PENDING
2023-04-23 23:45:00,U14795,P120,2,194.25,Cancelled
2023-03-03 16:35:00,U10054,P148,1,$94.96,Pending
01/12/2023 05:20,U48097,P146,4,295.69,Pending
2023-07-11 06:19:00,U66426,P145,5,95.89,Pending
2023-11-20 06:00:00,U31312,P113,3,203.59,Cancelled
2023-10-31 11:03:00,,P140,3,213.13,PENDING
2023-03-25 22:15:00,U28058,P130,3,347.82,paid
07/28/2023 08:39,U11114,P128,1,484.07,PENDING
07/24/2023 09:40,U44584,P146,1,326.66,Pending
2023-02-08 17:25:00,U92493,P115,5,444.12,PENDING
06/23/2023 12:10,U20364,P125,5,477.78,Pending
2023-09-02 21:12:00,U65351,P110,2,92.67,Pending
